_id,PARID,PROPERTYHOUSENUM,PROPERTYFRACTION,PROPERTYADDRESS,PROPERTYCITY,PROPERTYSTATE,PROPERTYUNIT,PROPERTYZIP,MUNICODE,MUNIDESC,SCHOOLCODE,SCHOOLDESC,LEGAL1,LEGAL2,LEGAL3,NEIGHCODE,NEIGHDESC,TAXCODE,TAXDESC,TAXSUBCODE,TAXSUBCODE_DESC,OWNERCODE,OWNERDESC,CLASS,CLASSDESC,USECODE,USEDESC,LOTAREA,HOMESTEADFLAG,FARMSTEADFLAG,CLEANGREEN,ABATEMENTFLAG,RECORDDATE,SALEDATE,SALEPRICE,SALECODE,SALEDESC,DEEDBOOK,DEEDPAGE,PREVSALEDATE,PREVSALEPRICE,PREVSALEDATE2,PREVSALEPRICE2,CHANGENOTICEADDRESS1,CHANGENOTICEADDRESS2,CHANGENOTICEADDRESS3,CHANGENOTICEADDRESS4,COUNTYBUILDING,COUNTYLAND,COUNTYTOTAL,COUNTYEXEMPTBLDG,LOCALBUILDING,LOCALLAND,LOCALTOTAL,FAIRMARKETBUILDING,FAIRMARKETLAND,FAIRMARKETTOTAL,STYLE,STYLEDESC,STORIES,YEARBLT,EXTERIORFINISH,EXTFINISH_DESC,ROOF,ROOFDESC,BASEMENT,BASEMENTDESC,GRADE,GRADEDESC,CONDITION,CONDITIONDESC,CDU,CDUDESC,TOTALROOMS,BEDROOMS,FULLBATHS,HALFBATHS,HEATINGCOOLING,HEATINGCOOLINGDESC,FIREPLACES,BSMTGARAGE,FINISHEDLIVINGAREA,CARDNUMBER,ALT_ID,TAXYEAR,ASOFDATE
38848,0231G00166000000,8630.0, ,BRICELYN ST,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,MARION PLAZA IMPROVEMENT SITE PLAN-PARCEL'A'   ,= IRREG LOT 252.385X119.725X184.77 (.534 A LD) ,BRICELYN ST COR EYNARD ST                      ,51C49,PITTSBURGH URBAN,T,20 - Taxable,,,20,CORPORATION,C,COMMERCIAL,413,INDEPENDENT LIVING (SENIORS),24830,,,,,,09-28-1988,150000.0,9,OTHER INVALID,7878,100,,,,,8630   BRICELYN ST   ,  ,PITTSBURGH PA  ,15221.0,288144,25056,313200,0,288144,25056,313200,288144,25056,313200,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
38856,0231J00308000000,8125.0, ,FRANKSTOWN AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,MELLON SUB DIV PLAN 390 LOT 50X145 FRANKSTOWN A,VE,1 STY BLDG,11303,11303,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,7250,,,,,06-27-2006,06-27-2006,0.0,3,LOVE&AFFECTION,12895,331,06-15-2006,0.0,02-19-1974,0.0,200   TOWNE CENTRE DR  APT 205,  ,PITTSBURGH PA  ,15218.0,4400,4200,8600,0,4400,4200,8600,4400,4200,8600,16.0,OLD STYLE,2.0,1889.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,6.0,UNSOUND,UN,UNSOUND,6.0,3.0,1.0,0.0,2,Central Heat,2.0,0.0,1088.0,1.0,,2025,01-JUN-25
38868,0175H00210000000,0.0, ,OAKWOOD ST,PITTSBURGH,PA, ,15208.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,NIMICK TER PLAN 24 LOT 30.03XAVG147.81,,,11303,11303,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,4439,,,,,06-18-2003,06-18-2003,5000.0,H,MULTI-PARCEL SA,11679,150,02-16-1999,3000.0,12-09-1994,4554.0,1216   SWISSVALE AVE   ,  ,PITTSBURGH PA  ,15221.0,0,3800,3800,0,0,3800,3800,0,3800,3800,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
38870,0175H00223000000,8017.0, ,NIMICK PL,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,NIMICK TER PLAN PT 36-37-38 LOT 20X80 IN ALL NI,MICK PL                                        ,2 STY BRK HSE 8017                             ,11303,11303,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,1600,,,,,10-27-2017,10-27-2017,16947.0,GV,GOVT SALE,TR18,165,11-10-1977,12350.0,,,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,20500,2600,23100,0,20500,2600,23100,20500,2600,23100,16.0,OLD STYLE,2.0,1910.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,7.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1488.0,1.0,,2025,01-JUN-25
38871,0175H00224000000,8019.0, ,NIMICK PL,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,NIMICK PLACE PLAN PT 36-37-38 LOT 20X80 IN ALL ,NIMICK AV                                      ,2 STY BRK HSE 8019                             ,11303,11303,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,1600,,,,,,10-20-1978,1000.0,4,OTHER,,,,,,,8019   NIMICK PL   ,  ,PITTSBURGH PA  ,15221.0,21200,2600,23800,0,21200,2600,23800,21200,2600,23800,16.0,OLD STYLE,2.0,1910.0,2.0,Brick,1.0,SHINGLE,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,7.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1548.0,1.0,,2025,01-JUN-25
38874,0231K00035000000,8381.0, ,FRANKSTOWN AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,STANDARD PL ADDN PLAN 35 LOT 27.35XAVG144X41.85,RR FRANKSTOWN RD                               ,2 STY BRK HSE 8381                             ,11303,11303,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,20,TWO FAMILY,4982,,,,,,12-08-1995,30000.0,0,VALID SALE,9596,12,,,,,       ,  ,   ,,72900,4000,76900,0,72900,4000,76900,72900,4000,76900,13.0,MULTI-FAMILY,2.0,1920.0,2.0,Brick,2.0,SLATE,5.0,Full,C+,AVERAGE +,3.0,AVERAGE,AV,AVERAGE,9.0,5.0,3.0,1.0,2,Central Heat,0.0,0.0,2452.0,1.0,,2025,01-JUN-25
38890,0231N00185000000,635.0, ,SEAGIRT ST,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,LOT 38.47X115X35.44 RR SEAGIRT ST NR TOKIO     ,1 STY DBLE I C GAR                             ,2 STY BRK HSE 635                              ,11301,11301,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,10,SINGLE FAMILY,4250,,,,,06-23-2015,06-22-2015,2500.0,14,TIME ON MARKET,16021,150,11-09-1995,200.0,,,2206   WILNER DR   ,  ,PITTSBURGH PA  ,15221.0,7500,4600,12100,0,7500,4600,12100,7500,4600,12100,16.0,OLD STYLE,2.0,1920.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,5.0,POOR,PR,POOR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1000.0,1.0,,2025,01-JUN-25
38902,0231L00134000000,2545.0, ,EAST HILLS DR,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,EAST HILLS PARK #1 SEC 1 STAGE 1 BLK 2 LOT 4 LOT,20.83XAVG50.53X21.10,,11301,11301,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,20,TWO FAMILY,1071,,,,,11-02-2023,05-16-2023,1.0,GV,GOVT SALE,19482,55,10-28-2016,5767.0,02-27-1998,1.0,412   BOULEVARD OF THE ALLIES   STE 901,  ,PITTSBURGH PA  ,15219.0,32500,3000,35500,0,32500,3000,35500,32500,3000,35500,13.0,MULTI-FAMILY,2.0,1965.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,4.0,FAIR,FR,FAIR,6.0,2.0,2.0,0.0,2,Central Heat,0.0,0.0,1218.0,1.0,,2025,01-JUN-25
39141,0085M00043000000,815.0, ,HASTINGS ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,BEECHWOOD PARK PLAN PTS 36-37 LOT 31X100 IN ALL, HASTINGS,2 STY BRK HSE 815,11402,11402,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,20,TWO FAMILY,3100,,,,,06-07-2004,06-07-2004,1.0,3,LOVE&AFFECTION,12073,209,12-05-1985,65500.0,,,206   ELYSIAN ST   ,  ,PITTSBURGH PA  ,15206.0,157900,81000,238900,0,157900,81000,238900,157900,81000,238900,13.0,MULTI-FAMILY,2.0,1917.0,2.0,Brick,1.0,SHINGLE,5.0,Full,B-,GOOD -,4.0,FAIR,GD,GOOD,8.0,4.0,2.0,0.0,2,Central Heat,0.0,0.0,2355.0,1.0,,2025,01-JUN-25
39250,0054F00139000000,700.0, ,NAYLOR ST,PITTSBURGH,PA, ,15207.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,52 LOT 28X120 NAYLOR ST                        ,2 STY SDG HSE #700                             ,,11404,11404,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,3360,,,,,,01-25-1995,4500.0,9,OTHER INVALID,9391,78,,,,,6125   FREDANNA ST   ,  ,PITTSBURGH PA  ,15207.0,23400,16700,40100,0,23400,16700,40100,23400,16700,40100,16.0,OLD STYLE,2.0,1891.0,1.0,Frame,1.0,SHINGLE,5.0,Full,D,BELOW AVERAGE,4.0,FAIR,FR,FAIR,4.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1286.0,1.0,,2025,01-JUN-25
39674,0231R00012000000,2319.0, ,PARK HILL DR,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,EAST HILLS PARK NO-1-SEC-1- STAGE-3-BLK-28-LOT ,6 LOT 16.83XAVG50.83X17.15 RR OF PARK HILL DRIV,2 STY BRK V HSE 2319                           ,11301,11301,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,60,TOWNHOUSE,867,,,,,01-02-2024,12-20-2023,1.0,3,LOVE&AFFECTION,19538,518,12-20-2023,1.0,07-24-1970,0.0,727   WOOD ST  FL 3RD,  ,PITTSBURGH PA  ,15221.0,39600,2900,42500,0,39600,2900,42500,39600,2900,42500,9.0,TOWNHOUSE,2.0,1965.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,AV,AVERAGE,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1218.0,1.0,,2025,01-JUN-25
39834,0232C00004000000,2053.0, ,FRANKELLA AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,WILKINSBURG MANOR PLAN 77 LOT 34X120 FRANKELLA ,AVE                                            ,2 STY BRK HSE 2053                             ,11301,11301,E,10 - Exempt,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,4080,,,,,10-15-2021,10-15-2021,38118.0,GV,GOVT SALE,TR22,55,07-01-2003,3149.0,10-02-1995,33000.0,414   GRANT ST  RM 200, CITY-COUNTY BUILDING ,PITTSBURGH PA  ,15219.0,15000,4500,19500,0,15000,4500,19500,15000,4500,19500,16.0,OLD STYLE,2.0,1930.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C,AVERAGE,5.0,POOR,PR,POOR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1248.0,1.0,,2025,01-JUN-25
39855,0232B00017000000,1729.0, ,MAPLEWOOD AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,MARTIN PLAN PT 119 LOT 20X72 MAPLEWOOD AVE,WILKINSBURG SUBD PLAN PT 182 LOT 23XAVG148.37X2,3.13 RR MAPLEWOOD AVE                          ,11301,11301,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,1440,,,,,,03-15-1974,7000.0,0,VALID SALE,,,,,,,1729   MAPLEWOOD AVE   ,  ,PITTSBURGH PA  ,15221.0,10800,3200,14000,0,10800,3200,14000,10800,3200,14000,16.0,OLD STYLE,2.0,1900.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,5.0,POOR,PR,POOR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1332.0,1.0,,2025,01-JUN-25
39882,0231R00042000000,2300.0, ,PARK HILL DR,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,EAST HILLS PARK NO 1-SEC 2- STAGE 3-BLK 26-LOT ,8 LOT 16XAVG45.10X16.20 RR PARK HILL DR        ,2 STY BRK V HSE 2300                           ,11301,11301,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,720,,,,,,01-07-1975,16500.0,0,VALID SALE,5445,737,,,,,211   MAURICE CT   ,  ,PITTSBURGH PA  ,15235.0,33300,1600,34900,0,33300,1600,34900,33300,1600,34900,11.0,ROW END,2.0,1965.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,AV,AVERAGE,5.0,2.0,1.0,1.0,2,Central Heat,0.0,0.0,928.0,1.0,,2025,01-JUN-25
40173,0231R00084000000,2224.0, ,PARK HILL DR,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,EAST HILLS PARK NO 1 SEC 2 STAGE 3 BLK 30 LOT 5, LOT 21.33XAVG 46.995X21.46 RR PARK HILL DRIVE ,2 STY BRK V HSE 2224                           ,11301,11301,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,60,TOWNHOUSE,987,,,,,12-26-2023,12-20-2023,1.0,3,LOVE&AFFECTION,19532,259,08-29-2001,28400.0,07-22-1975,21600.0,727   WOOD ST  FL 3RD,  ,PITTSBURGH PA  ,15221.0,41000,3000,44000,0,41000,3000,44000,41000,3000,44000,9.0,TOWNHOUSE,2.0,1965.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,3.0,AVERAGE,AV,AVERAGE,5.0,3.0,1.0,1.0,2,Central Heat,0.0,0.0,1218.0,1.0,,2025,01-JUN-25
40186,0232A00295000000,0.0, ,SEAGIRT ST,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,VILLA PL PLAN LOT 15.19X115 SEAGIRT ST         ,2 STY BRK HSE 603 1/2                          ,,11301,11301,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,1840,,,,,,07-07-1978,4500.0,4,OTHER,,,,,,,       ,  ,   ,,0,3400,3400,0,0,3400,3400,0,3400,3400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
40187,0232A00296000000,603.0, ,SEAGIRT ST,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,VILLA PL PLAN LOT 15.06X115 SEAGIRT ST         ,2 STY BRK HSE 603                              ,,11301,11301,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,70,ROWHOUSE,1725,,,,,03-08-2011,03-08-2011,500.0,AA,SALE NOT ANALYZ,14522,74,10-07-1996,0.0,,,673   LINDSAY RD   ,  ,CARNEGIE PA  ,15106.0,14200,2100,16300,0,14200,2100,16300,14200,2100,16300,12.0,ROW INTERIOR,2.0,1920.0,2.0,Brick,4.0,ROLL,5.0,Full,D+,BELOW AVERAGE +,4.0,FAIR,FR,FAIR,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1020.0,1.0,,2025,01-JUN-25
40202,0232F00158000000,1719.0, ,CRESTLINE ST,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,N WILKINSBURG SUB DIV PLAN 58 LOT 25X120 CRESTL,INE NR GRAND,1 1/2 STY FRA ALUM HSE 1719,11301,11301,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,10,SINGLE FAMILY,3000,,,,,06-17-2019,06-12-2019,1000.0,14,TIME ON MARKET,17656,8,03-29-2018,3000.0,11-23-2009,100.0,47  W GARDEN RD   ,  ,PITTSBURGH PA  ,15227.0,3000,2000,5000,0,3000,2000,5000,3000,2000,5000,16.0,OLD STYLE,2.0,1940.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C,AVERAGE,8.0,VERY POOR,VP,VERY POOR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1390.0,1.0,,2025,01-JUN-25
40252,0232B00068000000,1825.0, ,MAPLEWOOD AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,WILKINSBURG SUBD PLAN 247 TO 250 INCL LOT 88XAV,G132.10 IN ALL MAPLEWOOD AVE                   ,2 STY FRA & ALUM SDG HSE 1825                  ,11301,11301,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,11625,,,,,,07-15-1968,0.0,N,NOT APPLICABLE,,,,,,,8055   MARK DR   ,  ,VERONA          PA  ,15147.0,18500,5600,24100,0,18500,5600,24100,18500,5600,24100,16.0,OLD STYLE,2.0,1900.0,1.0,Frame,1.0,SHINGLE,5.0,Full,C-,AVERAGE -,4.0,FAIR,FR,FAIR,6.0,3.0,1.0,0.0,2,Central Heat,0.0,0.0,1246.0,1.0,,2025,01-JUN-25
40293,0232B00079000000,0.0, ,MAPLEWOOD AVE,PITTSBURGH,PA, ,15221.0,113,13th Ward - PITTSBURGH,47,Pittsburgh,N WILKINSBURG SUBD PLAN 240 LOT 23XAVG106.81 MA,PLEWOOD AV                                     ,,11301,11301,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,100,VACANT LAND,2461,,,,,,03-13-1981,150.0,4,OTHER,6351,290,,,,,       ,  ,   ,,0,600,600,0,0,600,600,0,600,600,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
40840,0086R00085000000,5706.0, ,BEACON ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 48.24X100 BEACON ST NR MURRAY AVE          ,2 1/2 STY BRK HSE 5706                         ,,11403,11403,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,4800,,,,,,06-01-2000,1.0,3,LOVE&AFFECTION,10779,362,07-28-1988,102000.0,,,   PO BOX 81917    ,  ,PITTSBURGH PA  ,15217.0,158100,88200,246300,0,158100,88200,246300,158100,88200,246300,16.0,OLD STYLE,2.0,1925.0,2.0,Brick,1.0,SHINGLE,5.0,Full,B,GOOD,3.0,AVERAGE,AV,AVERAGE,7.0,4.0,1.0,0.0,2,Central Heat,0.0,0.0,2248.0,1.0,,2025,01-JUN-25
41839,0053D00251000000,5260.0, ,FORBES AVE,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,HAW CREST PLAN 13 LOT 70.97XAVG95.98 FORBES ST ,2 1/2 STY-STN-FRA-HSE & GAR #5260              ,,11401,11401,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,10,SINGLE FAMILY,6816,,,,,,05-24-1991,83250.0,0,VALID SALE,8484,474,,,,,3903  W EL PRADO BLVD   ,  ,TAMPA FL  ,33629.0,50000,150000,200000,0,50000,150000,200000,50000,150000,200000,16.0,OLD STYLE,2.5,1930.0,6.0,Masonry FRAME,1.0,SHINGLE,5.0,Full,C+,AVERAGE +,4.0,FAIR,FR,FAIR,7.0,3.0,2.0,0.0,2,Central Heat,0.0,1.0,2299.0,1.0,,2025,01-JUN-25
42397,0087F00140000000,5644.0, ,MELVIN ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 27.55XAVG131.91 MELVIN ST                  ,1/2 OF 2 STY DBLE HSE & GAR #5644              ,,11403,11403,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,10,SINGLE FAMILY,3696,,,,,12-29-2011,12-29-2011,199000.0,AA,SALE NOT ANALYZ,14775,562,04-17-2008,167000.0,05-05-1950,0.0,5644   MELVIN ST   ,  ,PITTSBURGH PA  ,15217.0,114200,45300,159500,0,114200,45300,159500,114200,45300,159500,20.0,SEMI DETACHED,2.0,1930.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C,AVERAGE,3.0,AVERAGE,AV,AVERAGE,7.0,4.0,1.0,0.0,2,Central Heat,0.0,1.0,1792.0,1.0,,2025,01-JUN-25
42707,0086P00106000000,5648.0, ,BEACON ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 38.50XAVG119.34 BEACON ST                  ,2 1/2 STY BRK HSE 5648                         ,CEM GAR                                        ,11403,11403,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,30,THREE FAMILY,4641,,,,,,10-31-2001,125000.0,U,OTHER,11187,138,03-31-1983,110000.0,,,5648   BEACON ST   ,  ,PITTSBURGH      PA  ,15217.0,162900,86800,249700,0,162900,86800,249700,162900,86800,249700,13.0,MULTI-FAMILY,2.0,1920.0,2.0,Brick,2.0,SLATE,5.0,Full,B-,GOOD -,3.0,AVERAGE,AV,AVERAGE,7.0,3.0,3.0,0.0,2,Central Heat,0.0,0.0,2722.0,1.0,,2025,01-JUN-25
43481,0087R00145000000,6334.0, ,MONITOR ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,EBDY ORCHARD PLAN 8 LOT 40XAVG100.68X44.86 RR M,ONITOR ST                                      ,2 STY BRK & ALUM SDG HSE 6334                  ,11402,11402,T,20 - Taxable,,,11,REGULAR-ETAL,R,RESIDENTIAL,100,VACANT LAND,4242,,,,,12-15-2021,11-01-2021,290000.0,1,SHERIFF SALE,18723,196,08-30-1990,70000.0,,,6330   MONITOR ST   ,  ,PITTSBURGH PA  ,15217.0,0,92400,92400,0,0,92400,92400,0,92400,92400,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025,01-JUN-25
43486,0126H00007000000,7140.0, ,MEADE ST,PITTSBURGH,PA, ,15208.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 30X130 MEADE BET LANG & HOMEWOOD,2 STY BRK DUPLEX 7140,3-1 STY BRK GARS,11404,11404,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,20,TWO FAMILY,3900,,,,,03-05-2019,02-19-2019,106000.0,1,SHERIFF SALE,17536,273,12-21-2006,82500.0,08-21-2006,1741.0,4124   BUTLER ST   ,  ,PITTSBURGH PA  ,15201.0,283200,35600,318800,0,283200,35600,318800,283200,35600,318800,13.0,MULTI-FAMILY,2.0,1913.0,2.0,Brick,1.0,SHINGLE,5.0,Full,C+,AVERAGE +,3.0,AVERAGE,AV,AVERAGE,8.0,4.0,3.0,0.0,B,Central Heat with AC,0.0,,3508.0,1.0,,2025,01-JUN-25
43868,0088C00035000000,6560.0, ,ROSEMOOR ST,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,FOOTE PLAN 13 LOT 38.35XAVG116.417X39 RR ROSEMO,OR ST                                          ,2 STY BRK V HSE INT GAR (2 CAR) 6560           ,11402,11402,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,4502,,,,,,09-16-1983,83000.0,4,OTHER,6731,449,,,,,6560   ROSEMOOR ST   ,  ,PITTSBURGH PA  ,15217.0,151200,95000,246200,0,151200,95000,246200,151200,95000,246200,4.0,COLONIAL,2.0,1973.0,6.0,Masonry FRAME,1.0,SHINGLE,5.0,Full,C+,AVERAGE +,3.0,AVERAGE,AV,AVERAGE,7.0,3.0,2.0,1.0,2,Central Heat,0.0,2.0,2016.0,1.0,,2025,01-JUN-25
44053,0125N00061000000,203.0, ,HASTINGS ST,PITTSBURGH,PA, ,15206.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,CONOVER ROAD PLAN 26 LOT 50X120 HASTINGS ST    ,2 1/2 STY BRK V DWLG & GAR 203                 ,,11402,11402,T,20 - Taxable,,,12,REGULAR-ETUX OR ET VIR,R,RESIDENTIAL,10,SINGLE FAMILY,6000,,,,,05-14-2010,05-14-2010,1.0,3,LOVE&AFFECTION,14260,33,05-14-2009,130000.0,05-14-2009,1.0,320   FORT DUQUESNE BLVD  UNIT 5HJ,  ,PITTSBURGH PA  ,15222.0,21200,100200,121400,0,21200,100200,121400,21200,100200,121400,5.0,CAPE COD,1.0,1941.0,2.0,Brick,2.0,SLATE,5.0,Full,D-,BELOW AVERAGE -,5.0,POOR,PR,POOR,7.0,3.0,1.0,1.0,B,Central Heat with AC,0.0,1.0,1056.0,1.0,,2025,01-JUN-25
44309,0088G00231000000,3161.0, ,BEECHWOOD BLVD,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 17.83X150 BEECHWOOD BLVD,2 STY BRK HSE 3161,,11402,11402,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,2700,,,,,08-07-2020,08-07-2020,6954.0,36,QUIT CLAIM,18098,366,03-29-2019,70000.0,04-24-2013,216000.0,       ,435 TUXION ROAD APOLLO BAY VICTORIA,  AUSTRALIA 3233,,4800,1300,6100,0,4800,1300,6100,4800,1300,6100,12.0,ROW INTERIOR,2.0,1940.0,6.0,Masonry FRAME,1.0,SHINGLE,5.0,Full,C,AVERAGE,6.0,UNSOUND,UN,UNSOUND,5.0,2.0,1.0,0.0,2,Central Heat,0.0,0.0,1260.0,1.0,,2025,01-JUN-25
44364,0125P00087000000,6801.0, ,THOMAS BLVD,PITTSBURGH,PA, ,15208.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,BLVD PL PLAN PTS 74-75 LOT 104.91X76.89X94.08 R,R IN ALL THOMAS BLVD COR LINDEN                ,2 STY BRK DUP 6801-6803                        ,11404,11404,T,20 - Taxable,,,20,CORPORATION,R,RESIDENTIAL,40,FOUR FAMILY,7650,,,,,03-10-2023,01-31-2023,1.0,3,LOVE&AFFECTION,19231,319,03-04-2021,460000.0,11-05-1987,57500.0,8712   LINDHOLM DR  STE 300,  ,HUNTERSVILLE NC  ,28078.0,251900,40200,292100,0,251900,40200,292100,251900,40200,292100,13.0,MULTI-FAMILY,2.0,1900.0,2.0,Brick,,,5.0,Full,B+,GOOD +,3.0,AVERAGE,AV,AVERAGE,16.0,8.0,4.0,0.0,2,Central Heat,1.0,0.0,4660.0,1.0,,2025,01-JUN-25
44403,0088G00232000000,3163.0, ,BEECHWOOD BLVD,PITTSBURGH,PA, ,15217.0,114,14th Ward - PITTSBURGH,47,Pittsburgh,LOT 21.98X150 BEECHWOOD BLVD,2 STY BRK & SHG ROW HSE #3163 (UNF),,11402,11402,T,20 - Taxable,,,10,REGULAR,R,RESIDENTIAL,70,ROWHOUSE,3300,,,,,04-04-2023,11-14-2022,1.0,3,LOVE&AFFECTION,19256,578,03-15-2005,132000.0,10-08-2002,1.0,       ,435 TUXION ROAD APOLLO BAY 3233 VICTORIA AUSTRALIA ,   ,,4800,1600,6400,0,4800,1600,6400,4800,1600,6400,11.0,ROW END,2.0,1940.0,6.0,Masonry FRAME,1.0,SHINGLE,5.0,Full,C,AVERAGE,6.0,UNSOUND,UN,UNSOUND,5.0,2.0,1.0,1.0,2,Central Heat,0.0,0.0,1260.0,1.0,,2025,01-JUN-25
